"Pending BBS","Det er ikke registert noe betaling på denne ordren"
"Redirected to BBS Payment","Videresendt til BBS sin betalingsløsning"
"BBS Authorization successful","Ordrebeløpet er reservert av BBS"
"Payment status: %s","Betalings status: %s"
